isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross_started,outcome1Box_stopped,choiceKey_started,choiceKey_stopped,outcome2Box_2_started,outcome2Box_3_started,choiceKey_rt,fixCross_ISI_stopped,happyText_stopped,happySlider_rt,happySlider_started,happySlider_stopped,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
False,True,0.8,-0.2,-0.2,-0.716666666666667,8.1,7.38333333333333,3.69166666666667,gamble,lose,7.38333333333333,7.38333333333333,164.855663264752,None,164.855663264752,None,167.856795357773,171.841620256077,NaN,,,NaN,NaN,,14331,17932,22714,0,0,23935
False,True,0.8,-0.2,-0.4,-0.733333333333333,7.7,6.96666666666667,3.48333333333333,certain,certain,3.48333333333333,10.8666666666667,174.859426561976,None,174.859426561976,None,177.610460180789,181.595273879822,2.71800421411172,,,NaN,NaN,,26335,29637,34418,0,0,35640
True,False,0.8,-0.2,-0.6,3.4,2.7,-0.699999999999999,1,gamble,win,2.7,13.5666666666667,184.613080185722,None,184.613080185722,None,187.580866732751,191.582376723294,2.93474626308307,None,None,7.50276191649027,196.567558720591,None,38040,41601,46403,48784,52385,57809
False,True,0.82,-0.18,-0.78,-0.695,2.5,1.805,0.9025,gamble,lose,1.805,15.3716666666667,203.086705907015,None,203.086705907015,None,204.937389306608,208.938893217593,1.81766423420049,,,NaN,NaN,,60209,62429,67231,0,0,68433
True,True,0.82,-0.18,-0.96,3.48,11.3,7.82,3.91,gamble,win,11.3,26.6716666666667,211.939984033001,None,211.939984033001,None,213.307129977969,217.308634208865,1.33405862376094,None,None,7.50276991596911,222.293853643932,None,70833,72473,77275,79656,83258,88681
True,True,0.89,-0.11,-1.07,2.61,-0.5,-3.11,-1.805,gamble,win,-0.5,26.1716666666667,228.813023869065,None,228.813023869065,None,231.814157241955,235.815659552929,NaN,,,NaN,NaN,,91081,94682,99484,0,0,100685
True,False,0.89,-0.11,-1.18,2.72,11.9,9.18,4.59,gamble,win,11.9,38.0716666666667,238.816785566276,None,238.816785566276,None,240.117209381191,244.118735690834,1.26746864581946,,,NaN,NaN,,103085,104646,109448,0,0,110649
True,False,0.89,-0.11,-1.29,2.83,4.3,1.47,0.735,gamble,win,4.3,42.3716666666667,247.119899141951,None,247.119899141951,None,248.370378073654,252.371874945005,1.21744344732724,None,None,7.50259776622988,257.357062061899,None,113049,114550,119352,121733,125334,130757
True,False,0.89,-0.11,-1.4,2.94,1.5,-1.44,0.0300000000000002,gamble,win,1.5,43.8716666666667,263.876193249365,None,263.876193249365,None,265.710216515232,269.7116906679,1.80090106662828,,,NaN,NaN,,133157,135358,140160,0,0,141361
True,False,0.89,-0.11,-1.51,3.05,-1.1,-4.15,-2.625,certain,certain,-2.625,41.2466666666667,272.712841639761,None,272.712841639761,None,275.480558431009,279.482058822177,2.73467074742075,None,None,7.50274751742836,284.467251698719,None,143761,147083,151885,154265,157867,163290
True,True,0.75,-0.25,-1.76,5.26,1.9,-3.36,-0.73,gamble,win,1.9,43.1466666666667,290.986379686394,None,290.986379686394,None,293.987502179923,297.988976012683,NaN,,,NaN,NaN,,165690,169291,174093,0,0,175295
True,False,0.75,-0.25,-2.01,5.51,10.7,5.19,2.595,gamble,win,10.7,53.8466666666667,300.990130504244,None,300.990130504244,None,301.907144377124,305.908649888006,0.883975188713521,None,None,7.50262912444305,310.893834445043,None,177695,178795,183597,185978,189579,195002
True,True,0.91,-0.09,-2.1,3.36,10.9,7.54,3.77,gamble,win,10.9,64.7466666666667,317.412900676252,None,317.412900676252,None,318.17992918822,322.164766885806,0.73382439755369,,,NaN,NaN,,197402,198323,203105,0,0,204326
True,False,0.91,-0.09,-2.19,3.45,5.5,2.05,1.025,gamble,win,5.5,70.2466666666667,325.182456398616,None,325.182456398616,None,326.049515788676,330.017611437477,0.800716757541522,,,NaN,NaN,,206726,207766,212528,0,0,213730
False,False,0.91,-0.09,-2.28,-0.505,-1.3,-1.805,-1.5525,gamble,lose,-1.805,68.4416666666667,333.01883184514,None,333.01883184514,None,335.419737391523,339.421241622535,2.3678611026844,None,None,7.50261376530398,344.406440898776,None,216130,219011,223813,226194,229795,235218
True,True,0.67,-0.33,-2.61,7.23,-1.5,-8.73,-5.115,gamble,win,-1.5,66.9416666666667,350.925555447116,None,350.925555447116,None,353.92664882238,357.928189531201,NaN,,,NaN,NaN,,237618,241220,246022,0,0,247223
False,False,0.67,-0.33,-2.94,-1.4,8.9,7.5,3.75,gamble,lose,7.5,74.4416666666667,360.929317144444,None,360.929317144444,None,362.596554763964,366.581388621824,1.63426069170237,None,None,7.51928925805259,371.583307548193,None,249623,251624,256406,258807,262408,267851
True,False,0.82,-0.18,-3.12,5.64,2.9,-2.74,0.0800000000000001,gamble,win,2.9,77.3416666666667,378.119107508915,None,378.119107508915,None,380.303208290134,384.288037668215,2.15111649385653,,,NaN,NaN,,270251,272872,277654,0,0,278875
True,False,0.82,-0.18,-3.3,5.82,7.1,1.28,0.64,gamble,win,7.1,84.4416666666667,387.305895491038,None,387.305895491038,None,388.38962781406,392.391133964877,1.05065012152772,,,NaN,NaN,,281275,282576,287378,0,0,288579
False,True,0.82,-0.18,-3.48,-0.92,12.3,11.38,5.69,gamble,lose,11.38,95.8216666666667,395.392255818471,None,395.392255818471,None,396.409256731975,400.394138587057,0.983925431617536,None,None,7.50266592216212,405.396004716516,None,290979,292200,296982,299383,302984,308407
True,False,0.88,-0.12,-3.6,5.28,12.9,7.62,3.81,gamble,win,12.9,108.721666666667,411.915088866721,None,411.915088866721,None,412.865442845854,416.850271263975,0.917271457612514,,,NaN,NaN,,310807,311947,316729,0,0,317951
True,True,0.88,-0.12,-3.72,5.4,3.1,-2.3,0.4,certain,certain,0.4,109.121666666667,419.868074050057,None,419.868074050057,None,422.31907327089,426.303818493965,2.41783382417634,None,None,7.50271199946292,431.305686223437,None,320351,323292,328074,330475,334076,339499
True,False,0.76,-0.24,-3.96,7.32,11.1,3.78,1.89,gamble,win,11.1,120.221666666667,437.824828610173,None,437.824828610173,None,438.858558453387,442.860138519784,1.00061212375294,,,NaN,NaN,,341899,343140,347941,0,0,349143
True,True,0.76,-0.24,-4.2,7.56,8.3,0.74,0.37,gamble,win,8.3,128.521666666667,445.861166298972,None,445.861166298972,None,447.595155806746,451.579981025192,1.70095242362004,None,None,7.50270591978915,456.581927149906,None,351543,353624,358406,360806,364408,369831
True,True,0.83,-0.17,-4.37,6.75,5.3,-1.45,1.925,gamble,win,5.3,133.821666666667,463.100937704556,None,463.100937704556,None,465.101736697252,469.103211489855,1.96770911163185,,,NaN,NaN,,372231,374632,379434,0,0,380635
False,True,0.83,-0.17,-4.54,-0.973333333333334,9.9,8.92666666666667,4.46333333333333,gamble,lose,8.92666666666667,142.748333333333,472.104355102172,None,472.104355102172,None,473.004694442148,476.989523180295,0.867260978091508,,,NaN,NaN,,383035,384116,388898,0,0,390119
True,True,0.83,-0.17,-4.71,7.09,1.1,-5.99,-2.445,gamble,win,1.1,143.848333333333,480.007329166168,None,480.007329166168,None,482.191478264518,486.192973535974,2.15105665742885,None,None,7.50249249243643,491.178176651942,None,392519,395140,399942,402323,405924,411327
True,False,0.9,0.9,0.9,-13.5,4.5,-9,-2.25,gamble,lose,-9,134.848333333333,509.668468906661,None,509.668468906661,None,511.60257456766,515.604063119506,1.90107369644102,,,NaN,NaN,,428113,430434,435236,0,0,436437
True,True,0.9,0.9,1.8,-14.4,12.5,-1.9,-0.95,gamble,lose,-1.9,132.948333333333,518.605207371758,None,518.605207371758,None,520.805979805999,524.807473797584,2.16769279260188,None,None,7.50261792505626,529.792651955038,None,438837,441478,446280,448661,452262,457686
True,True,0.61,0.61,2.41,-10.95,13.3,2.35,1.175,gamble,lose,2.35,135.298333333333,536.311808420927,None,536.311808420927,None,537.729004202993,541.730529552675,1.38394943019375,,,NaN,NaN,,460086,461786,466588,0,0,467789
False,False,0.61,0.61,3.02,2.38666666666667,0.825,-1.56166666666667,-0.368333333333333,gamble,win,0.825,136.123333333333,544.73163476726,None,544.73163476726,None,547.732775499695,551.734300849377,NaN,None,None,7.50269120070152,556.719469727366,None,470189,473791,478593,480974,484575,489998
True,True,0.7,0.7,3.72,-13.52,2.9,-10.62,-3.86,certain,certain,-3.86,132.263333333333,563.238559957244,None,563.238559957244,None,564.822513227235,568.824012978468,1.55085890914779,,,NaN,NaN,,492398,494299,499101,0,0,500302
True,False,0.7,0.7,4.42,-14.22,12.1,-2.12,-1.06,gamble,lose,-2.12,130.143333333333,571.82514827128,None,571.82514827128,None,573.225645201863,577.227218228742,1.36745056696236,,,NaN,NaN,,502702,504383,509185,0,0,510386
True,True,0.7,0.7,5.12,-14.92,1.3,-13.62,-6.16,gamble,lose,-13.62,116.523333333333,580.228345841984,None,580.228345841984,None,583.229404019308,587.230923929368,NaN,None,None,7.50260416581295,592.216119365767,None,512786,516388,521190,523570,527172,532595
False,True,0.54,0.54,5.66,2.36166666666667,1.725,-0.636666666666667,0.544166666666667,gamble,win,1.725,118.248333333333,598.735262392438,None,598.735262392438,None,600.619268939248,604.620804848382,1.85092466522474,,,NaN,NaN,,534995,537256,542058,0,0,543259
